N,P,K,temperature,humidity,ph,rainfall,Crop Name,Yield
34,23,25,29.10239845382874,73.2167422231139,5.559187207119871,347.66220745220636,papaya,68.57178271709137
81,59,40,21.798827883906952,46.53244158483241,6.261891525347615,153.14351017876334,papaya,167.17957766973072
81,37,62,24.810996385170096,71.99653437252624,6.31506876030729,116.68195425603713,coconut,162.63218898781844
66,55,51,33.01462422080335,78.60761657465576,6.4702202794363455,355.10765420627934,mango,156.99557692983143
81,33,34,23.48852111385243,83.03008749301452,6.838022049459077,269.87526036160205,rice,111.05589438063407
70,24,53,29.11543855246412,40.66156395968091,6.239373565474173,138.5654793581348,mothbeans,118.62628871074928
74,31,21,26.040068123809966,74.22375509392388,5.92627420861291,215.96279895222435,chickpea,80.70584845811092
83,39,35,23.117655821294736,40.95488278016022,7.269745681092617,125.66250016766901,orange,111.35313767758367
22,13,46,32.2011034034702,75.34364227717192,7.462077253362423,291.40324207834055,chickpea,64.38075308786793
70,22,57,31.142469146985356,71.78106823660025,5.540029386345866,184.72817990280242,rice,130.01702516124286
26,32,42,29.92386598938898,47.41739314594862,6.592933702001396,359.8282394096124,chickpea,90.69013548247129
40,17,37,23.54504885403127,78.30608756725651,6.183404758218396,207.3388086459076,kidneybeans,89.91119084201698
92,27,18,21.467855040746752,43.41738090948456,6.053979150774419,248.3901589059753,mothbeans,89.52034854544507
58,21,21,28.642389947389493,81.31993868723167,6.171412781739871,119.05701925179254,mungbean,72.37193331284503
37,40,14,28.3051675030915,53.09646224241145,6.777755512852401,182.67778499319095,blackgram,61.38186547785032
23,23,63,22.825775140023094,74.44259311503325,5.88143202045959,303.03018150717924,grapes,130.49511695943275
108,43,61,20.843700414727586,86.18446705109352,7.3257214233159,320.87883033329206,kidneybeans,211.4572410746506
79,27,63,21.21062681290979,56.99135123367245,6.432229049878952,172.8465565033701,mothbeans,147.91555972609933
33,43,37,34.891564797691004,65.14470389702096,6.151153666298657,251.14602961621236,banana,77.85881734989717
28,20,65,31.753758421143253,63.15590169752252,7.031062663095198,345.25933156135153,rice,143.48551653649497
109,50,44,33.82981213947759,47.88056745314341,5.5326933304723855,213.9730482668666,blackgram,181.71322587274682
72,21,14,22.92582083354545,69.51560052453809,6.363705731476074,140.13138020703678,coffee,50.49723127045574
21,58,43,34.40852804485152,77.1500959260474,6.21060720200246,229.56111688374077,maize,91.16293142947426
103,24,55,22.13981527209743,85.84374144619096,6.176419819979468,280.18859962960937,blackgram,168.96065530317557
111,40,43,27.636227428497065,82.54013008247564,6.174142724181166,102.21955845771386,cotton,145.01013317365508
79,58,22,32.445435266255956,65.50096898640159,5.562542755494535,204.57025200421867,lentil,120.19448547971228
90,38,48,25.24705031767369,75.95085772559673,5.80423280601768,282.2307462685494,kidneybeans,170.9644040130201
63,35,51,26.372427997653507,80.03917066869464,5.783770318624828,385.5735850134011,orange,146.54307831559743
27,27,54,21.92277665448647,64.67443568691743,7.477221009639044,222.5646197426994,mungbean,121.2658257726894
66,41,57,21.843828199984593,45.77137803521339,5.544331511781223,148.8916796437979,pomegranate,150.45587337530327
54,31,67,29.293523371679896,61.89653819236854,5.834147312703997,260.265729390056,pigeonpeas,177.24850926009333
97,47,23,30.13298552930085,82.12390191007825,7.448349017317394,185.7257083299041,pomegranate,117.67077103703498
100,26,20,31.6599877112329,69.83207026968675,6.756513187620008,164.43381979443518,mango,108.99881216907686
55,32,51,28.350230790226302,76.22291885046695,6.401334241213463,277.1209777084186,jute,119.32811349468898
69,33,47,29.68638938391959,49.26340110762938,5.65752186609274,374.7650603009218,cotton,142.56288939699365
23,59,13,20.202759075495802,88.21688841055028,6.839322323265753,350.5672613017858,mothbeans,65.07184036696104
21,17,62,22.43256090705782,60.20402647466547,5.775605975362536,154.68776166072774,rice,119.72979081774896
25,50,42,34.77372149025357,72.68177613588645,6.842372244318363,329.7638375049569,chickpea,86.81263050942479
73,15,16,21.139902594737478,40.943612729530265,7.458352994400117,168.96059031201077,mungbean,70.42894102936557
23,14,65,30.181823333903672,46.36596311276457,6.563945317233905,187.21037820796576,banana,124.89834255839949
73,53,50,22.641239495475745,79.10171349424596,5.928169309005321,376.01545206504665,mango,177.26330637075577
112,38,17,30.75077878651463,88.39847227601274,6.750567501759196,373.3150452141314,lentil,126.15478974386417
82,37,46,30.5898560444299,56.002767752773906,6.525859375582566,150.5892293635487,rice,126.36317052658097
37,20,60,23.512985896821352,41.85903674706324,6.566280527221292,119.25755677704443,kidneybeans,104.0470208727229
109,10,19,24.04451598828806,58.04333009900688,6.456213892239994,187.93543097108463,maize,83.04014075063267
63,52,52,29.821560704031324,40.87340651395013,6.847481148487112,274.53251793333055,maize,153.20363773430404
53,28,66,25.851290581703203,49.618654613123454,6.643890724814004,363.06750334489783,orange,163.3395216312362
93,18,24,22.91821954549867,77.62360075268691,7.473990154908746,135.65121667014733,jute,83.83362168992436
81,36,47,30.975193981812225,86.8544199053248,7.151726842084638,224.4875506607559,maize,154.14074593253684
119,43,24,22.312212865045012,44.37245421844433,6.029396755422013,181.5249360161577,kidneybeans,145.747748540987
33,53,14,32.8346549621742,67.89503894052547,6.951513043809947,104.4786901708053,banana,70.12808669813461
114,13,38,27.72004286077741,52.694042306201595,5.928600698769469,336.53387823789956,coconut,130.84318187213017
67,45,28,21.585509058189512,46.95295628969647,7.064692816162783,343.9852639503032,grapes,104.49318743634102
34,27,63,30.411085002964768,50.949011494577874,5.795115279954684,166.36871853259493,coffee,133.05266003321864
91,24,60,27.787445593618106,68.88815337488538,6.4471076670944765,145.3720750121104,jute,177.62573833359113
97,22,19,24.47086357692214,43.25672507219805,7.081212396612149,143.36825608665916,papaya,103.40474448902445
106,28,21,26.33809070335782,61.71092980842087,6.0602254046131305,239.18415692928622,coconut,125.01446735523999
81,58,63,24.47506615381248,46.76139254775819,7.174238250263326,173.94867623073094,muskmelon,208.8907076610124
59,15,13,23.94538753614176,53.633852619724074,6.7883014180679435,253.40669274655028,mango,54.2644326680138
104,57,40,22.45412631265568,49.537716487163195,6.295044658214431,215.45552114555193,banana,193.3210012266561
99,21,27,25.441506997062138,84.14877499154485,6.346833418612544,163.26709147029737,rice,104.92788811124693
101,46,25,23.76480809474106,75.40056654356448,7.3519830678397105,325.3575368671943,apple,149.21455965707128
72,26,49,30.251517305808754,83.42312894737353,5.935582000024759,145.10916710074684,grapes,123.80997365230628
43,32,45,30.258151117449593,59.173141727384625,6.886725230349421,339.67069444613117,mothbeans,98.637434667017
45,35,34,27.527603638334575,55.670668242683504,6.914588411483071,268.43391510708767,mothbeans,93.74047915852243
108,38,32,31.669167912054817,59.02935974488835,7.344899386367273,349.6111428029333,pomegranate,165.54705408238527
79,42,21,32.620095785090726,40.92740978622037,6.9263285375146815,101.42771202097151,maize,111.10838193333487
60,36,43,28.6964968615141,76.23521375742791,6.66893483611675,324.7565557106449,chickpea,125.50934063100206
48,34,45,29.284027441451506,57.48862284475392,7.3050450780325855,115.45467797533459,mothbeans,94.8813721499872
34,19,46,24.243288646795477,55.666190178839585,7.158264059296796,385.0296157113462,apple,112.55621857797566
64,56,12,33.4230380105828,69.90705326852665,6.933552909668452,310.8218465171605,mothbeans,115.80404409702408
84,32,18,20.363090666337946,61.81249558549082,5.565156764784349,196.05168718640738,grapes,76.83183663909357
108,30,62,25.229037041642684,89.04216841119492,6.247040836480723,195.9551478537249,kidneybeans,197.856440316916
90,30,27,30.82700632324784,57.81265214494007,6.763779344403709,358.44771391558754,muskmelon,114.22398900777391
28,52,52,21.20134264506742,70.69479211039567,6.54450104871353,370.8520385357976,mothbeans,125.65480490762754
107,22,44,22.74754291142439,55.58255503048259,6.138636652995688,367.47198431162315,rice,138.55837249833343
20,46,66,28.839285917942767,89.52974901053284,5.788847831019553,342.62208776989826,lentil,146.05436385367483
27,42,64,28.39990507195337,62.25555173600641,6.605993165377843,345.70960625091186,mango,135.56285221773626
107,33,43,31.083924441964324,71.70644054334015,6.071835151724426,271.83037086326783,banana,146.2587254159058
82,53,50,32.18918958632258,46.336083547633855,5.966000979617993,108.46931588472044,grapes,169.98489854775616
30,20,23,21.928693677675035,76.6512107431829,6.297916454109867,126.03198461769847,rice,35.90136241974346
100,26,13,20.27571484662863,53.4605028937811,7.070982866428537,294.86597482186005,coconut,106.0181814270661
27,13,38,30.34457779488359,62.43066264148359,6.475707004732625,220.3495480981081,jute,66.7818450654559
54,56,50,24.520876936495387,84.1566531163729,5.9329844209973395,270.1928892524759,kidneybeans,165.87048233470625
54,34,54,29.389758708769303,88.52762574425506,5.733806284560097,169.32328678663862,pigeonpeas,121.2052168278982
52,39,59,22.25816882093337,61.22860509201785,6.4979745275496,294.8251520929576,orange,147.37761420126338
24,18,24,27.035600699989445,81.740133397725,7.088732796844469,172.8488632580022,pigeonpeas,34.556302957048835
60,30,37,27.566371190951553,42.667449727493036,6.805636047307881,238.24383939260622,coconut,116.98396153069567
47,29,51,28.77616724559824,82.37870148951313,5.964297760286499,243.6159698773546,chickpea,116.3984794806695
26,28,25,27.697550244958464,71.47551610763249,6.373413171378985,153.30046895174775,banana,48.3232456182044
92,28,21,27.43536155343071,64.4353084195801,7.2104607266881375,362.8623179162919,maize,115.86354013233763
91,21,61,24.991012309757835,84.49818525686239,5.855311815705678,257.746316881936,coffee,156.22444342588366
31,46,14,21.067703544771295,82.2668611253207,6.564161141365794,360.0351333815038,watermelon,49.245066344215594
53,51,43,21.342802951952635,54.8472547976786,6.212463017521683,178.7607086487772,mothbeans,123.3154525282269
52,26,51,26.506674116107305,79.57441911723788,5.748359509659039,151.70078364044218,coconut,113.87779799921017
67,46,10,25.336896917314895,44.97454668311863,5.5998078418217965,105.4049942860389,rice,78.48173027455552
42,57,48,27.742022070117468,81.1381967733685,6.61174276929159,128.15939791795216,mungbean,122.82087701252794
81,48,41,24.572572538844003,73.77278090116252,5.541497747480758,144.24118146598357,maize,156.81708696874148
107,37,35,30.318651371829866,44.393316546597134,5.70689223338587,123.65666871339086,coconut,145.37191483107466
56,50,26,32.959322330142655,74.15400867370677,6.195128562323482,369.06378854265625,rice,84.7188386285558
118,44,57,24.482947831803017,69.02596383381851,5.5870403707115255,373.43149238252914,lentil,229.34545936464087
63,56,68,22.89476011908543,69.72750505725224,6.3008904529037695,381.2088016825132,jute,224.4241633308963
105,57,36,21.742708613811338,54.54319675648493,5.760730048353782,387.9582509727006,orange,184.44613764979513
110,27,33,29.243810608562185,53.32486000064226,6.199746181400307,247.5505015059815,pomegranate,133.33807502824743
54,23,44,26.657839867108542,78.126755602701,7.082319374180137,259.00739104748504,mothbeans,86.6896857451967
84,44,55,22.820235757944335,52.840674050861956,6.752728688953316,139.24912857206573,chickpea,159.45083227894298
118,53,51,29.79705099937783,62.31311259049493,6.3908021555750185,141.11561132561744,cotton,200.86304244597076
66,50,63,22.227247745079268,74.73944992993924,5.683666615710321,331.82693159682026,muskmelon,177.43412743933501
97,16,48,28.31451058771929,43.98081256637189,6.738299318629466,356.7187252425222,jute,136.1885403316007
22,50,35,27.907225724378968,69.72741913058286,5.8274193050181005,335.41432918932765,coffee,82.78966946122509
20,22,58,31.013417017791248,69.46881863240586,5.65317268772323,350.37275949848595,cotton,107.16618856545452
24,27,47,20.82664459911,74.21143554440127,6.827992034919216,182.97109462848994,mothbeans,99.66249939655896
109,46,32,33.318093977769955,58.49640476528293,7.324119795642015,239.81973529562066,chickpea,156.06827283626382
33,22,31,30.544875892202292,62.448988703191986,6.4211868735410444,237.7598150186161,pomegranate,70.00827965382318
46,45,13,23.241889975231434,56.49846569723468,5.581991821216228,398.58502094251907,mango,85.33541005449626
28,40,58,22.751080229146094,80.40841235943878,7.260595434837082,384.7534060347297,rice,133.92009348705136
98,11,68,26.47490321215675,46.530538001806626,5.633947532247149,279.5458319278018,coffee,182.05705876800286
34,25,18,32.26347994316895,88.14769767876649,7.235026485403174,141.391939942208,apple,55.06638606567734
109,18,13,32.64424989708661,71.74180779896088,6.283638746445862,177.57881158920316,orange,103.03067360205125
61,18,16,27.806841382090745,84.3453362196088,6.230789077246179,209.12846649452075,pomegranate,39.842238847933835
96,47,32,32.91216294030106,61.31157291323821,6.585594758912904,361.9634979080289,mango,135.49287546803637
70,20,11,20.081655637875357,56.61395351959983,7.414169634888438,151.18973711901327,coconut,58.61974689678968
82,31,58,20.52761947297395,85.03629050619918,7.2974810901719565,165.92407498843153,blackgram,145.8079580515231
115,42,33,33.677323904551145,44.94365144381514,6.440660176609534,204.81540750094808,blackgram,149.02534421553273
71,45,49,31.62997894828874,45.85536157526389,6.891646462047637,378.073056596015,pomegranate,152.2455362354483
115,54,64,26.760590873755785,54.96733882423386,6.660858504686825,251.14362723291615,pomegranate,238.18637039537498
23,32,40,31.304151972169805,87.98874908831593,6.886923158126335,294.05081097926035,papaya,63.097528948672746
113,54,56,34.33459192585133,71.65343049325536,7.158654920124194,216.16699152105355,pomegranate,211.0934482615971
42,54,40,31.581342858219276,67.7096848307699,5.568987657737187,156.55663333254,mungbean,118.75199971710235
34,43,56,32.63557000727483,75.26781681777103,6.151519707855795,166.84016122254405,kidneybeans,120.46608302449519
62,18,49,31.409098720850928,60.87372780390831,7.418658216467734,340.8013660947638,rice,125.93934783724282
48,33,57,22.523166386503124,77.90367507103997,7.398672617049848,368.0446114959515,banana,138.85838401293236
55,17,60,32.50361164468605,59.66153489864388,5.522441779954925,247.92269676794348,coconut,137.22081633805723
32,16,52,22.92663230036315,81.31815924282323,5.902880259844732,207.09835823777695,pigeonpeas,94.2159864475206
51,45,43,33.389169920662205,53.36475410382523,7.4875400846887255,342.3505409581787,blackgram,130.62943162423073
90,27,64,26.87974847121614,53.877332964901214,6.485650151798971,301.9284325242784,maize,176.80350965887448
78,12,33,30.154651284665427,66.11916527133675,6.645732007933705,112.26219324568994,maize,84.54132454752937
105,37,58,27.45861271820965,61.53805791808676,5.832840371044905,205.22226966484322,watermelon,182.86492018239937
47,15,69,21.40986394124903,72.40579221423476,7.288671217517059,304.6518934708125,lentil,161.4411274218592
85,53,35,24.360834614309976,58.21453773367895,5.962528599298226,272.10394608729314,pomegranate,134.55660824790561
61,53,25,34.75597780995509,51.52753245351834,5.879295260039073,393.42019265386676,grapes,121.20265958990191
64,30,66,34.41072127504726,63.490428144145056,5.956244806640656,359.83461346758713,rice,178.16377783924975
81,37,56,24.80730346483321,68.0478249748573,7.3392434052820175,117.92152171937829,watermelon,144.9252695782606
76,49,22,34.94445206367838,47.13000269148452,6.905693414353698,317.7307047017082,maize,136.6673940543102
25,10,24,32.6832679324535,67.83593128665827,7.03719278898055,200.89798369914337,kidneybeans,46.93912038533208
47,45,36,29.16439249148382,55.96283526239484,6.254072716368506,304.6248109257839,coconut,93.44906133512399
47,30,13,20.60186930391514,59.6225942434254,7.318354029861123,285.1673758274189,rice,65.03937357068105
63,52,25,33.5217024430757,53.96590645316406,7.0788159046787795,250.91507774405233,kidneybeans,91.98786786917582
103,44,39,28.361439188964795,86.570516389653,7.001194725014642,355.8848663018665,banana,143.59529297268483
49,22,53,33.027142268041544,74.1668140640107,7.441880567345903,312.60695804295034,grapes,132.68340332769267
81,58,39,32.516436798586135,53.12301557003417,6.2323936615866975,366.86653435060197,papaya,147.8705912450077
94,19,45,32.49509322801629,72.2515667275975,6.721947293591763,184.4811247309148,pomegranate,133.67457784935414
111,53,12,30.472607910723575,82.4286204791023,7.319859397954432,204.43825737838063,pigeonpeas,152.7346205746865
108,56,31,24.371227080140727,60.08151041663843,7.0817778863719045,286.58540494314065,rice,158.1419059368712
81,19,58,25.0424038661678,81.49787545780912,6.62675791645123,389.93933120852074,watermelon,175.6315764365799
116,55,31,24.627038188740293,47.72074721699962,5.652427369560398,211.47462980115438,apple,173.35495646671455
20,22,59,20.30068999298847,81.1390682433084,6.805446879111346,109.68809502024736,papaya,102.78561879522982
46,46,66,28.73853363822217,67.01471213361832,6.553111113735705,233.766386626587,chickpea,156.6499522465367
81,47,59,30.482505056690492,51.148724400499106,5.868360922969253,263.1788687587069,chickpea,175.84165119178454
96,33,64,32.80798990287805,60.35706922779557,7.264506246685195,340.296222609863,kidneybeans,177.15858082058293
22,11,69,22.102481500740957,89.39964962233084,6.186497189797486,318.5801439989917,mungbean,127.65308609479516
89,31,58,28.162747234652027,79.1778008321213,6.274959787034594,389.39880421550083,grapes,186.7938228113762
91,26,21,20.120122110106742,68.75431806925576,6.844803097592822,334.80482816693984,lentil,92.1913521557858
46,45,64,21.426404715660944,45.758195595226276,6.477597484082482,189.5885311203648,chickpea,150.13520677350672
28,23,30,20.813176163089896,60.89057914507501,5.678562152558299,292.4140932940509,orange,49.545059132790776
81,19,65,30.882170510232307,53.15257570059686,6.27488323471047,301.6723580189657,muskmelon,158.81906031426544
56,44,13,21.215893458164047,43.55005397526951,5.688932235876466,399.40615444615685,pomegranate,98.89686632406702
116,34,40,30.74679472338185,67.11021943596575,5.881500806246763,141.6213733680333,muskmelon,139.37909150450747
70,12,53,23.74437056615875,84.4592849920438,5.5143488767009075,157.39765080713704,rice,114.68863539408545
63,56,40,33.165694410454094,73.77999340870625,5.862626162969324,146.65409320260667,coffee,123.74135423819767
43,47,67,32.19724982545721,52.484019399025556,6.160894707996722,276.7180342497892,jute,180.84024270900483
98,26,32,34.367453262129146,68.67923034768945,6.576436867464589,140.59032167020604,pomegranate,104.87281704588256
78,21,63,33.25643023187048,87.16171416734844,7.338554422365465,296.80231267136065,mungbean,159.3380562877204
51,33,62,33.99994128674521,76.14575264614678,6.580653734484111,341.13221525926565,mungbean,143.93188694046012
115,38,29,32.88113594769962,74.4736949703382,6.911207082728684,229.83787726205813,chickpea,136.65909502783813
107,52,24,30.40072850922283,88.40790831137582,6.215354182611549,268.20552456683924,mungbean,140.13455984035414
71,34,32,22.55388728188154,79.94366555920124,7.003261587134535,373.81662498738723,lentil,108.75271433210446
81,45,37,24.075612782811394,46.831177154937606,6.740937492102955,270.86977527325035,blackgram,153.0117470198978
77,35,25,23.190904491954097,57.38175434881007,6.4195880265497225,162.58166561046022,chickpea,96.59865490793437
71,47,46,29.053786814873085,88.2570350368843,5.887537589782451,202.95813953300853,pigeonpeas,150.9188950475061
31,10,30,27.55429906960402,64.4852697098999,6.107081815994598,258.9537410018405,grapes,64.77684819814526
58,29,24,33.00619995737635,45.581872266059264,6.74189217475151,146.46930564687548,grapes,76.96675924571754
21,37,26,34.290092997486134,62.93024398361709,6.352112648729146,283.75595060706075,blackgram,69.51633887816172
22,25,59,26.072898344272165,74.84966170354004,7.2787731134981035,399.7738275652077,papaya,123.38147444189501
75,56,46,27.595258299212183,89.87741108406206,5.969680543071171,295.76048948228936,mungbean,142.5605817869551
100,26,22,34.572745352062086,56.19526582816009,5.646145304506545,211.72334320433237,pomegranate,106.35820579566185
78,49,28,24.143584124347154,65.70434374396369,6.678697153010969,199.52394750431876,pomegranate,121.572625299682
21,37,39,31.885861630382205,83.9840352324897,7.2721016803801515,379.48099678218256,banana,99.52576459194755
21,21,54,23.378598535028694,57.76336090286668,6.229478058879577,361.45428717359675,mango,96.13590754770715
111,36,27,30.221901731379077,45.46307782954286,6.795422669736331,241.7075860596302,grapes,141.8840391056786
73,51,23,23.804234414578463,87.4467937500752,5.962825244354297,206.02436935008524,blackgram,96.29715488365557
106,56,45,33.256000832470804,64.422040335675,6.616943843345377,313.13928507893576,orange,207.13286196076297
115,39,45,28.422169156050153,65.13918553859858,7.073584201725306,194.35074266628482,watermelon,182.34485853596868
116,50,29,22.789004613115768,71.06000723020911,7.234063197553368,135.82096967576214,orange,144.1039781607752
20,43,61,23.36553763547729,40.176831185161234,5.710238259704793,193.0456636904579,coconut,143.94619978084557
38,46,28,27.407737935621505,86.55655877844245,6.2127490325864905,230.28879463516057,apple,88.40440045538314
21,15,54,34.42403038362318,58.07255423872708,6.7792888838717404,176.62341279481245,lentil,106.88272958442246
72,16,53,31.544632458254817,59.84659311921743,5.569445736187305,165.0441177513169,cotton,140.65278354471482
63,41,16,27.324644642387675,48.70546237666175,6.881230400301654,101.84204879940933,pomegranate,92.64876710708408
109,41,66,25.065787168433257,58.907580664623055,6.556067765607654,289.25283442121395,lentil,220.0235446563115
51,34,53,28.23902740022664,80.19717653880261,6.077132558440053,284.3346826948357,rice,144.33757641904697
89,42,62,31.225412501429297,79.99958362777674,7.129308901188101,156.40757133121846,chickpea,178.27866301620125
51,16,13,31.758928826792,86.78984204477264,6.08010142459155,383.09502154335524,banana,50.82040271051652
87,21,68,24.86913197145417,60.161473634039794,7.482830092407607,222.8712705414274,mungbean,177.74736133734376
74,25,43,30.817389023208158,75.43607518742922,7.13274037822668,107.64383007289197,papaya,113.33344946564443
94,25,11,29.86683170054279,65.36187776037785,6.915961002766175,165.9315751794531,grapes,78.68786546294157
75,52,14,34.38668437994441,80.20113947595655,5.622695115925292,307.6202452813584,papaya,98.09501503317537
36,45,64,33.96635435762022,75.62710045664986,7.308620743974547,160.48596964317858,apple,137.63553362501327
57,22,19,31.840689884053656,58.39514626431378,7.080110611475102,116.17373766281683,apple,58.67839556690417
43,16,41,30.850920332823925,56.833691712684626,5.958050158583605,285.3118664184019,jute,87.83979337499125
88,45,51,24.110623845564138,52.62212315139838,6.284496362653778,255.50643717825488,pomegranate,162.11269637775834
117,56,50,32.689478841478,68.82578952443188,6.037263103238286,328.379750829536,lentil,201.9861994478326
89,18,22,26.412585555700492,88.19214257969298,7.468832068362133,331.7894165632425,blackgram,94.85730815124121
105,41,48,24.08360813759067,50.0033368808783,7.208392889611119,387.98057613631863,coconut,198.92624870665628
30,20,14,25.762411369301937,44.76262274521626,7.360450605390205,117.10526320556163,chickpea,34.03987856360411
35,17,67,32.539032350247616,45.97003210381568,7.07754847275086,111.6968259454685,lentil,145.38684861827053
116,42,19,22.229498233668274,79.1549338125075,6.412696482140495,396.1591144082982,maize,144.9766296101403
92,32,19,26.842381116797338,57.50524021422818,5.91086849962937,293.45436330908615,coconut,114.50575437863145
78,34,47,27.385363917942346,51.21834138461898,5.916160313819468,314.61116190027144,blackgram,151.26878179036044
89,17,36,20.54944546398229,57.642205918675,5.803365696733354,128.94460592055054,papaya,101.07273265837128
99,54,69,22.93619044322248,72.2665406414761,6.593299100606794,120.94380725450108,blackgram,219.93506605977018
112,31,60,32.40113642863785,67.33935624141418,7.339933045727285,148.0760781807313,pigeonpeas,176.14347787708226
22,13,30,32.461510828921405,77.1794703260613,7.4835961400915325,228.15868083924087,mothbeans,60.734603888105724
39,49,17,24.38622625826372,56.95370742408882,6.07459960007353,133.0528548198927,pomegranate,72.64213296427864
78,12,10,33.123458518968896,62.60142867323427,6.894629080593459,233.90012213224838,muskmelon,75.01267639697329
55,38,37,31.576744086025215,45.09841844814618,6.694196031220756,268.46077093040105,kidneybeans,113.91660405955264
38,50,58,26.268612256931142,43.65293230163907,6.477872233752622,100.09989036553239,chickpea,146.33079950627072
109,38,48,31.226095166075567,63.11276214220503,6.831537287624083,134.27368923759323,lentil,169.23334441795254
86,43,23,34.420019467922096,55.07983037229618,6.2427260379601375,212.55855753036363,apple,101.90133670089679
38,43,30,26.884545770980232,70.64002860680654,7.388969550186899,115.99893780904004,apple,76.989490316683
39,37,39,23.576407684302254,42.15010827222859,6.910897735412674,140.05869199364201,muskmelon,106.82200184935323
115,22,30,34.12724750075234,46.088318879978274,7.00840218398489,169.53891713678632,lentil,124.69714551339126
90,24,58,29.056164328448848,83.25954055531976,5.984844190012148,228.88042425029408,orange,146.87077008041413
71,32,18,21.57897743720638,68.31558107595522,5.837164006995239,314.45115938101276,jute,96.76113994126298
52,53,26,28.59024223785034,75.60272668456136,6.2886815861886465,139.80658354775377,mango,112.60982729130598
59,35,14,27.50871334172448,82.09860593536479,7.033344970672308,321.38757157279963,blackgram,72.92261447756316
58,13,67,32.833833411133455,63.191717147502615,7.3775918195057155,356.51821891516624,watermelon,162.21558934860778
101,35,66,27.96042784645282,78.0530191983738,6.354659651948015,295.44363006557,papaya,211.67500114548713
20,49,40,23.82848651516425,66.22927895367621,7.048313584994332,113.11770862833934,mango,78.44646082416358
30,18,61,30.134660957973328,51.1374385136852,6.440815238933619,232.1961060782324,watermelon,130.39221772025982
